 Settings Channel 2
++++++++++++++++++++ 
  
Noise threshold : 5000
Integration time : 1000
Measurement interval (s): 1
Log interval : 1
 
 Measurements Channel 2
 ++++++++++++++++++++ 
  
TimeStamp	Wavelength1	 Power1	Wavelength2	 Power2	Wavelength3	 Power3	Wavelength4	 Power4	Wavelength5	 Power5	Wavelength6	 Power6	Wavelength7	 Power7	Wavelength8	 Power8	Wavelength9	 Power9	Wavelength10	 Power10	
4/15/2015 15:53:06.671	1521.223	11581	1530.738	14077	1532.021	16157	1538.155	22327	1543.154	24618	1551.832	24713	1555.775	30162	1568.958	27501	1571.959	35617	1575.271	30168
4/15/2015 15:53:07.796	1521.223	11581	1530.738	14077	1532.021	16157	1538.155	22327	1543.154	24618	1551.832	24713	1555.775	30162	1568.958	27501	1571.959	35617	1575.271	30168
4/15/2015 15:53:08.921	1521.223	11581	1530.738	14077	1532.021	16157	1538.155	22327	1543.154	24618	1551.832	24713	1555.775	30162	1568.958	27501	1571.959	35617	1575.271	30168
4/15/2015 15:53:10.046	1521.223	11581	1530.738	14077	1532.021	16157	1538.155	22327	1543.154	24618	1551.832	24713	1555.775	30162	1568.958	27501	1571.959	35617	1575.271	30168
4/15/2015 15:53:11.171	1521.223	11581	1530.738	14077	1532.021	16157	1538.155	22327	1543.154	24618	1551.832	24713	1555.775	30162	1568.958	27501	1571.959	35617	1575.271	30168
4/15/2015 15:53:12.296	1521.223	11581	1530.738	14077	1532.021	16157	1538.155	22327	1543.154	24618	1551.832	24713	1555.775	30162	1568.958	27501	1571.959	35617	1575.271	30168
4/15/2015 15:53:13.437	1521.223	11581	1530.738	14077	1532.021	16157	1538.155	22327	1543.154	24618	1551.832	24713	1555.775	30162	1568.958	27501	1571.959	35617	1575.271	30168
4/15/2015 15:53:14.562	1521.223	11581	1530.738	14077	1532.021	16157	1538.155	22327	1543.154	24618	1551.832	24713	1555.775	30162	1568.958	27501	1571.959	35617	1575.271	30168
4/15/2015 15:53:15.703	1521.223	11581	1530.738	14077	1532.021	16157	1538.155	22327	1543.154	24618	1551.832	24713	1555.775	30162	1568.958	27501	1571.959	35617	1575.271	30168
4/15/2015 15:53:16.828	1521.223	11581	1530.738	14077	1532.021	16157	1538.155	22327	1543.154	24618	1551.832	24713	1555.775	30162	1568.958	27501	1571.959	35617	1575.271	30168
4/15/2015 15:53:17.953	1521.223	11581	1530.738	14077	1532.021	16157	1538.155	22327	1543.154	24618	1551.832	24713	1555.775	30162	1568.958	27501	1571.959	35617	1575.271	30168
4/15/2015 15:53:19.093	1521.223	11581	1530.738	14077	1532.021	16157	1538.155	22327	1543.154	24618	1551.832	24713	1555.775	30162	1568.958	27501	1571.959	35617	1575.271	30168
4/15/2015 15:53:20.250	1521.223	11581	1530.738	14077	1532.021	16157	1538.155	22327	1543.154	24618	1551.832	24713	1555.775	30162	1568.958	27501	1571.959	35617	1575.271	30168
