 Settings Channel 2
++++++++++++++++++++ 
  
Noise threshold : 5000
Integration time : 30
Measurement interval (s): 1
Log interval : 1
 
 Measurements Channel 2
 ++++++++++++++++++++ 
  
TimeStamp	Wavelength1	 Power1	
4/15/2015 21:12:55.437	1522.155	20694
4/15/2015 21:12:56.656	1522.155	20729
4/15/2015 21:12:57.875	1522.155	20690
4/15/2015 21:12:59.078	1522.155	20733
4/15/2015 21:13:00.296	1522.155	20644
4/15/2015 21:13:01.515	1522.155	20722
4/15/2015 21:13:02.734	1522.155	20664
4/15/2015 21:13:03.953	1522.155	20662
4/15/2015 21:13:05.171	1522.155	20707
4/15/2015 21:13:06.390	1522.155	20735
4/15/2015 21:13:07.609	1522.155	20718
4/15/2015 21:13:08.812	1522.155	20688
4/15/2015 21:13:10.031	1522.155	20664
4/15/2015 21:13:11.250	1522.155	20696
4/15/2015 21:13:12.468	1522.155	20644
4/15/2015 21:13:13.687	1522.155	20635
4/15/2015 21:13:14.890	1522.155	20680
4/15/2015 21:13:16.109	1522.155	20608
4/15/2015 21:13:17.328	1522.155	20741
4/15/2015 21:13:18.546	1522.155	20695
4/15/2015 21:13:19.765	1522.155	20624
4/15/2015 21:13:20.984	1522.155	20693
4/15/2015 21:13:22.187	1522.155	20705
4/15/2015 21:13:23.406	1522.155	20626
4/15/2015 21:13:24.625	1522.155	20757
4/15/2015 21:13:25.843	1522.155	20719
4/15/2015 21:13:27.062	1522.155	20726
4/15/2015 21:13:28.281	1522.155	20708
4/15/2015 21:13:29.500	1522.155	20687
4/15/2015 21:13:30.718	1522.155	20626
4/15/2015 21:13:31.937	1522.155	20642
4/15/2015 21:13:33.140	1522.155	20660
4/15/2015 21:13:34.359	1522.155	20671
4/15/2015 21:13:35.578	1522.155	20664
4/15/2015 21:13:36.796	1522.155	20770
4/15/2015 21:13:38.000	1522.155	20712
4/15/2015 21:13:39.218	1522.155	20739
4/15/2015 21:13:40.437	1522.155	20696
4/15/2015 21:13:41.656	1522.155	20698
4/15/2015 21:13:42.875	1522.155	20692
4/15/2015 21:13:44.093	1522.155	20691
4/15/2015 21:13:45.312	1522.155	20673
4/15/2015 21:13:46.531	1522.155	20755
4/15/2015 21:13:47.750	1522.155	20706
4/15/2015 21:13:48.968	1522.155	20685
4/15/2015 21:13:50.171	1522.155	20700
4/15/2015 21:13:51.390	1522.155	20690
4/15/2015 21:13:52.609	1522.155	20713
4/15/2015 21:13:53.843	1522.155	20742
4/15/2015 21:13:55.046	1522.155	20657
4/15/2015 21:13:56.265	1522.155	20711
4/15/2015 21:13:57.484	1522.155	20704
4/15/2015 21:13:58.718	1522.155	20761
4/15/2015 21:13:59.937	1522.155	20714
4/15/2015 21:14:01.140	1522.155	20729
4/15/2015 21:14:02.359	1522.155	20702
4/15/2015 21:14:03.578	1522.155	20631
4/15/2015 21:14:04.796	1522.155	20739
4/15/2015 21:14:06.000	1522.155	20697
4/15/2015 21:14:07.218	1522.155	20668
4/15/2015 21:14:08.437	1522.155	20710
4/15/2015 21:14:09.656	1522.155	20744
4/15/2015 21:14:10.875	1522.155	20698
4/15/2015 21:14:12.093	1522.155	20659
4/15/2015 21:14:13.312	1522.155	20706
4/15/2015 21:14:14.531	1522.155	20667
4/15/2015 21:14:15.750	1522.155	20663
4/15/2015 21:14:16.953	1522.155	20694
4/15/2015 21:14:18.171	1522.155	20723
4/15/2015 21:14:19.390	1522.155	20734
4/15/2015 21:14:20.609	1522.155	20711
4/15/2015 21:14:21.828	1522.155	20729
4/15/2015 21:14:23.046	1522.155	20704
4/15/2015 21:14:24.250	1522.155	20697
4/15/2015 21:14:25.468	1522.155	20671
4/15/2015 21:14:26.687	1522.155	20725
4/15/2015 21:14:27.906	1522.155	20691
4/15/2015 21:14:29.109	1522.155	20730
4/15/2015 21:14:30.328	1522.155	20647
4/15/2015 21:14:31.546	1522.155	20708
4/15/2015 21:14:32.765	1522.155	20728
4/15/2015 21:14:33.968	1522.155	20650
4/15/2015 21:14:35.187	1522.155	20712
4/15/2015 21:14:36.406	1522.155	20706
4/15/2015 21:14:37.625	1522.155	20677
4/15/2015 21:14:38.843	1522.155	20689
4/15/2015 21:14:40.062	1522.155	20676
4/15/2015 21:14:41.281	1522.155	20670
4/15/2015 21:14:42.484	1522.155	20737
4/15/2015 21:14:43.703	1522.155	20705
4/15/2015 21:14:44.921	1522.155	20752
4/15/2015 21:14:46.140	1522.155	20688
4/15/2015 21:14:47.343	1522.155	20762
4/15/2015 21:14:48.562	1522.155	20661
4/15/2015 21:14:49.781	1522.155	20703
4/15/2015 21:14:51.000	1522.155	20713
4/15/2015 21:14:52.203	1522.155	20680
4/15/2015 21:14:53.421	1522.155	20709
4/15/2015 21:14:54.640	1522.155	20722
4/15/2015 21:14:55.859	1522.155	20661
4/15/2015 21:14:57.062	1522.155	20651
4/15/2015 21:14:58.281	1522.155	20622
4/15/2015 21:14:59.500	1522.155	20719
4/15/2015 21:15:00.718	1522.155	20743
4/15/2015 21:15:01.937	1522.155	20739
4/15/2015 21:15:03.156	1522.155	20690
4/15/2015 21:15:04.375	1522.155	20710
4/15/2015 21:15:05.593	1522.155	20659
4/15/2015 21:15:06.812	1522.155	20664
4/15/2015 21:15:08.031	1522.155	20656
4/15/2015 21:15:09.250	1522.155	20636
4/15/2015 21:15:10.468	1522.155	20686
4/15/2015 21:15:11.687	1522.155	20735
4/15/2015 21:15:12.890	1522.155	20719
4/15/2015 21:15:14.109	1522.155	20706
4/15/2015 21:15:15.328	1522.155	20689
4/15/2015 21:15:16.546	1522.155	20657
4/15/2015 21:15:17.765	1522.155	20693
4/15/2015 21:15:18.984	1522.155	20663
4/15/2015 21:15:20.187	1522.155	20695
4/15/2015 21:15:21.406	1522.155	20652
4/15/2015 21:15:22.625	1522.155	20709
4/15/2015 21:15:23.843	1522.155	20650
4/15/2015 21:15:25.062	1522.155	20683
4/15/2015 21:15:26.281	1522.155	20717
4/15/2015 21:15:27.500	1522.155	20712
4/15/2015 21:15:28.718	1522.155	20712
4/15/2015 21:15:29.937	1522.155	20653
4/15/2015 21:15:31.140	1522.155	20644
4/15/2015 21:15:32.359	1522.155	20618
4/15/2015 21:15:33.578	1522.155	20655
4/15/2015 21:15:34.796	1522.155	20719
4/15/2015 21:15:36.000	1522.155	20731
4/15/2015 21:15:37.218	1522.155	20696
4/15/2015 21:15:38.437	1522.155	20645
4/15/2015 21:15:39.656	1522.155	20696
4/15/2015 21:15:40.875	1522.155	20707
4/15/2015 21:15:42.093	1522.155	20764
4/15/2015 21:15:43.296	1522.155	20651
4/15/2015 21:15:44.515	1522.155	20684
4/15/2015 21:15:45.734	1522.155	20615
4/15/2015 21:15:46.953	1522.155	20572
4/15/2015 21:15:48.171	1522.155	20644
4/15/2015 21:15:49.375	1522.155	20595
4/15/2015 21:15:50.593	1522.155	20690
4/15/2015 21:15:51.812	1522.155	20740
4/15/2015 21:15:53.015	1522.155	20665
4/15/2015 21:15:54.234	1522.155	20748
4/15/2015 21:15:55.453	1522.155	20710
4/15/2015 21:15:56.671	1522.155	20675
4/15/2015 21:15:57.875	1522.155	20692
4/15/2015 21:15:59.093	1522.155	20755
4/15/2015 21:16:00.312	1522.155	20695
4/15/2015 21:16:01.515	1522.155	20627
4/15/2015 21:16:02.734	1522.155	20650
4/15/2015 21:16:03.953	1522.155	20664
4/15/2015 21:16:05.156	1522.155	20677
4/15/2015 21:16:06.375	1522.155	20680
4/15/2015 21:16:07.593	1522.155	20683
4/15/2015 21:16:08.812	1522.155	20655
4/15/2015 21:16:10.015	1522.155	20666
4/15/2015 21:16:11.234	1522.155	20649
4/15/2015 21:16:12.453	1522.155	20688
4/15/2015 21:16:13.671	1522.155	20684
4/15/2015 21:16:14.875	1522.155	20604
4/15/2015 21:16:16.093	1522.155	20661
4/15/2015 21:16:17.312	1522.155	20722
4/15/2015 21:16:18.531	1522.155	20635
4/15/2015 21:16:19.750	1522.155	20664
4/15/2015 21:16:20.953	1522.155	20697
4/15/2015 21:16:22.171	1522.155	20708
4/15/2015 21:16:23.390	1522.155	20694
4/15/2015 21:16:24.609	1522.155	20656
