 Settings Channel 2
++++++++++++++++++++ 
  
Noise threshold : 5000
Integration time : 30
Measurement interval (s): 1
Log interval : 1
 
 Measurements Channel 2
 ++++++++++++++++++++ 
  
TimeStamp	Wavelength1	 Power1	
4/15/2015 21:16:25.828	1522.155	20732
4/15/2015 21:16:27.046	1522.155	20656
4/15/2015 21:16:28.250	1522.155	20708
4/15/2015 21:16:29.468	1522.155	20681
4/15/2015 21:16:30.687	1522.155	20741
4/15/2015 21:16:31.906	1522.155	20665
4/15/2015 21:16:33.109	1522.155	20743
4/15/2015 21:16:34.328	1522.155	20644
4/15/2015 21:16:35.546	1522.155	20724
4/15/2015 21:16:36.765	1522.155	20673
4/15/2015 21:16:37.968	1522.155	20662
4/15/2015 21:16:39.187	1522.155	20687
4/15/2015 21:16:40.406	1522.155	20655
4/15/2015 21:16:41.625	1522.155	20661
4/15/2015 21:16:42.843	1522.155	20636
4/15/2015 21:16:44.062	1522.155	20691
4/15/2015 21:16:45.281	1522.155	20712
4/15/2015 21:16:46.500	1522.155	20636
4/15/2015 21:16:47.718	1522.155	20700
4/15/2015 21:16:48.937	1522.155	20664
4/15/2015 21:16:50.140	1522.155	20599
4/15/2015 21:16:51.359	1522.155	20607
4/15/2015 21:16:52.578	1522.155	20637
4/15/2015 21:16:53.796	1522.155	20597
4/15/2015 21:16:55.015	1522.155	20659
4/15/2015 21:16:56.218	1522.155	20588
4/15/2015 21:16:57.437	1522.155	20625
4/15/2015 21:16:58.656	1522.155	20653
4/15/2015 21:16:59.875	1522.155	20705
4/15/2015 21:17:01.093	1522.155	20670
4/15/2015 21:17:02.312	1522.155	20696
4/15/2015 21:17:03.531	1522.155	20640
4/15/2015 21:17:04.750	1522.155	20606
4/15/2015 21:17:05.968	1522.155	20638
4/15/2015 21:17:07.187	1522.155	20689
4/15/2015 21:17:08.390	1522.155	20606
4/15/2015 21:17:09.625	1522.155	20631
4/15/2015 21:17:10.843	1522.155	20614
4/15/2015 21:17:12.046	1522.155	20613
4/15/2015 21:17:13.265	1522.155	20637
4/15/2015 21:17:14.484	1522.155	20684
4/15/2015 21:17:15.703	1522.155	20647
4/15/2015 21:17:16.921	1522.155	20625
4/15/2015 21:17:18.140	1522.155	20607
4/15/2015 21:17:19.343	1522.155	20621
4/15/2015 21:17:20.578	1522.155	20663
4/15/2015 21:17:21.796	1522.155	20657
4/15/2015 21:17:23.000	1522.155	20644
4/15/2015 21:17:24.218	1522.155	20633
4/15/2015 21:17:25.437	1522.155	20673
4/15/2015 21:17:26.640	1522.155	20629
4/15/2015 21:17:27.859	1522.155	20659
4/15/2015 21:17:29.078	1522.155	20605
4/15/2015 21:17:30.296	1522.155	20650
4/15/2015 21:17:31.515	1522.155	20598
4/15/2015 21:17:32.734	1522.155	20529
4/15/2015 21:17:33.937	1522.155	20640
4/15/2015 21:17:35.156	1522.155	20575
4/15/2015 21:17:36.375	1522.155	20679
4/15/2015 21:17:37.593	1522.155	20633
4/15/2015 21:17:38.796	1522.155	20587
4/15/2015 21:17:40.015	1522.155	20635
4/15/2015 21:17:41.234	1522.155	20585
4/15/2015 21:17:42.437	1522.155	20626
4/15/2015 21:17:43.656	1522.155	20601
4/15/2015 21:17:44.875	1522.155	20617
4/15/2015 21:17:46.093	1522.155	20609
4/15/2015 21:17:47.296	1522.155	20654
4/15/2015 21:17:48.531	1522.155	20617
4/15/2015 21:17:49.734	1522.155	20633
4/15/2015 21:17:50.953	1522.155	20619
4/15/2015 21:17:52.171	1522.155	20583
4/15/2015 21:17:53.390	1522.155	20650
4/15/2015 21:17:54.593	1522.155	20622
4/15/2015 21:17:55.828	1522.155	20578
4/15/2015 21:17:57.031	1522.155	20681
4/15/2015 21:17:58.250	1522.155	20640
4/15/2015 21:17:59.468	1522.155	20583
4/15/2015 21:18:00.671	1522.155	20635
4/15/2015 21:18:01.921	1522.155	20651
4/15/2015 21:18:03.140	1522.155	20587
4/15/2015 21:18:04.359	1522.155	20651
4/15/2015 21:18:05.578	1522.155	20588
4/15/2015 21:18:06.781	1522.155	20626
4/15/2015 21:18:08.000	1522.155	20629
4/15/2015 21:18:09.218	1522.155	20588
4/15/2015 21:18:10.421	1522.155	20635
4/15/2015 21:18:11.640	1522.155	20671
4/15/2015 21:18:12.859	1522.155	20604
4/15/2015 21:18:14.062	1522.155	20519
4/15/2015 21:18:15.281	1522.155	20649
4/15/2015 21:18:16.500	1522.155	20630
4/15/2015 21:18:17.718	1522.155	20654
4/15/2015 21:18:18.937	1522.155	20643
4/15/2015 21:18:20.140	1522.155	20629
4/15/2015 21:18:21.359	1522.155	20667
4/15/2015 21:18:22.578	1522.155	20580
4/15/2015 21:18:23.796	1522.155	20586
4/15/2015 21:18:25.000	1522.155	20589
4/15/2015 21:18:26.218	1522.155	20584
4/15/2015 21:18:27.437	1522.155	20622
4/15/2015 21:18:28.656	1522.155	20582
4/15/2015 21:18:29.859	1522.155	20618
4/15/2015 21:18:31.078	1522.155	20568
4/15/2015 21:18:32.296	1522.155	20671
4/15/2015 21:18:33.515	1522.155	20592
4/15/2015 21:18:34.718	1522.155	20638
4/15/2015 21:18:35.937	1522.155	20666
4/15/2015 21:18:37.156	1522.155	20626
4/15/2015 21:18:38.375	1522.155	20601
4/15/2015 21:18:39.578	1522.155	20575
4/15/2015 21:18:40.796	1522.155	20558
4/15/2015 21:18:42.015	1522.155	20575
4/15/2015 21:18:43.218	1522.155	20578
4/15/2015 21:18:44.437	1522.155	20639
